C,SETP.WORLD,DVD_DISPATCHPRICE,AEMO,PUBLIC,2024/06/08,00:20:09,0000000422225377,,0000000422225337
I,DISPATCH,PRICE,4,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,LASTCHANGED,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,PRICE_STATUS,PRE_AP_ENERGY_PRICE,PRE_AP_RAISE6_PRICE,PRE_AP_RAISE60_PRICE,PRE_AP_RAISE5MIN_PRICE,PRE_AP_RAISEREG_PRICE,PRE_AP_LOWER6_PRICE,PRE_AP_LOWER60_PRICE,PRE_AP_LOWER5MIN_PRICE,PRE_AP_LOWERREG_PRICE,CUMUL_PRE_AP_ENERGY_PRICE,CUMUL_PRE_AP_RAISE6_PRICE,CUMUL_PRE_AP_RAISE60_PRICE,CUMUL_PRE_AP_RAISE5MIN_PRICE,CUMUL_PRE_AP_RAISEREG_PRICE,CUMUL_PRE_AP_LOWER6_PRICE,CUMUL_PRE_AP_LOWER60_PRICE,CUMUL_PRE_AP_LOWER5MIN_PRICE,CUMUL_PRE_AP_LOWERREG_PRICE
D,DISPATCH,PRICE,4,"2024/05/01 00:15:00",1,NSW1,20240430243,0,88.89,0,88.89,0,0,"2024/05/01 00:10:04",0.76,0.76,0,0.71,0.71,0,0.39,0.39,0,13.99,13.99,0,0.03,0.03,0,0.38,0.38,0,0.38,0.38,0,0.72,0.72,0,FIRM,88.89,0.76,0.71,0.39,13.99,0.03,0.38,0.38,0.72,32491.0178016666666666666666,5233.942950,1276.950350,737.509760,12116.031760,1055.989030,2553.225270,702.020330,6332.5398
D,DISPATCH,PRICE,4,"2024/05/01 00:15:00",1,QLD1,20240430243,0,87.90828,0,87.90828,0,0,"2024/05/01 00:10:04",0.76,0.76,0,0.71,0.71,0,0.39,0.39,0,13.99,13.99,0,0.03,0.03,0,0.38,0.38,0,0.38,0.38,0,0.72,0.72,0,FIRM,87.90828,0.76,0.71,0.39,13.99,0.03,0.38,0.38,0.72,28642.528345,5233.942950,1276.950350,737.509760,12116.031760,1055.989030,2553.225270,702.020330,6332.5398
D,DISPATCH,PRICE,4,"2024/05/01 00:15:00",1,SA1,20240430243,0,111.98244,0,111.98244,0,0,"2024/05/01 00:10:04",0.76,0.76,0,0.71,0.71,0,0.39,0.39,0,13.99,13.99,0,0.03,0.03,0,0.38,0.38,0,0.38,0.38,0,0.72,0.72,0,FIRM,111.98244,0.76,0.71,0.39,13.99,0.03,0.38,0.38,0.72,32229.9811116666666666666666,5233.942950,1276.950350,737.509760,12116.031760,1055.989030,2553.225270,702.020330,6332.5398
D,DISPATCH,PRICE,4,"2024/05/01 00:15:00",1,TAS1,20240430243,0,110.2,0,110.2,0,0,"2024/05/01 00:10:04",0.76,0.76,0,0.71,0.71,0,0,0,0,5.43,5.43,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,3.32,3.32,0,FIRM,110.2,0.76,0.71,0,5.43,0.38,0.38,0.38,3.32,23616.4574450000000000000000,12537.066280,769.4441,472.889310,15208.7211,6852.160020,2464.807820,480.518320,8323.7934
D,DISPATCH,PRICE,4,"2024/05/01 00:15:00",1,VIC1,20240430243,0,124.07962,0,124.07962,0,0,"2024/05/01 00:10:04",0.76,0.76,0,0.71,0.71,0,0.39,0.39,0,13.99,13.99,0,0.03,0.03,0,0.38,0.38,0,0.38,0.38,0,0.72,0.72,0,FIRM,124.07962,0.76,0.71,0.39,13.99,0.03,0.38,0.38,0.72,32509.8768833333333333333333,5233.942950,1276.950350,737.509760,12116.031760,1055.989030,2553.225270,702.020330,6332.5398
D,DISPATCH,PRICE,4,"2024/05/01 00:20:00",1,NSW1,20240430244,0,88.88982,0,88.88982,0,0,"2024/05/01 00:15:04",0.86,0.86,0,0.71,0.71,0,0.39,0.39,0,7.5,7.5,0,0.03,0.03,0,0.15,0.15,0,0.01,0.01,0,1.5,1.5,0,FIRM,88.88982,0.86,0.71,0.39,7.5,0.03,0.15,0.01,1.5,32491.0178016666666666666666,5234.412950,1277.270350,737.519760,12117.531760,1055.629030,2552.985270,701.830330,6330.4298
D,DISPATCH,PRICE,4,"2024/05/01 00:20:00",1,QLD1,20240430244,0,87.86014,0,87.86014,0,0,"2024/05/01 00:15:04",0.86,0.86,0,0.71,0.71,0,0.39,0.39,0,7.5,7.5,0,0.03,0.03,0,0.15,0.15,0,0.01,0.01,0,1.5,1.5,0,FIRM,87.86014,0.86,0.71,0.39,7.5,0.03,0.15,0.01,1.5,28642.528345,5234.412950,1277.270350,737.519760,12117.531760,1055.629030,2552.985270,701.830330,6330.4298
D,DISPATCH,PRICE,4,"2024/05/01 00:20:00",1,SA1,20240430244,0,99.44,0,99.44,0,0,"2024/05/01 00:15:04",0.86,0.86,0,0.71,0.71,0,0.39,0.39,0,7.5,7.5,0,0.03,0.03,0,0.15,0.15,0,0.01,0.01,0,1.5,1.5,0,FIRM,99.44,0.86,0.71,0.39,7.5,0.03,0.15,0.01,1.5,32229.9811116666666666666666,5234.412950,1277.270350,737.519760,12117.531760,1055.629030,2552.985270,701.830330,6330.4298
D,DISPATCH,PRICE,4,"2024/05/01 00:20:00",1,TAS1,20240430244,0,110.2,0,110.2,0,0,"2024/05/01 00:15:04",0.86,0.86,0,0.71,0.71,0,0.38,0.38,0,5.43,5.43,0,0.38,0.38,0,0.38,0.38,0,0.01,0.01,0,3.32,3.32,0,FIRM,110.2,0.86,0.71,0.38,5.43,0.38,0.38,0.01,3.32,23616.4574450000000000000000,12537.536280,769.7641,472.889310,15207.966340,6852.150020,2464.797820,480.528320,8325.3134
D,DISPATCH,PRICE,4,"2024/05/01 00:20:00",1,VIC1,20240430244,0,109.51136,0,109.51136,0,0,"2024/05/01 00:15:04",0.86,0.86,0,0.71,0.71,0,0.39,0.39,0,7.5,7.5,0,0.03,0.03,0,0.15,0.15,0,0.01,0.01,0,1.5,1.5,0,FIRM,109.51136,0.86,0.71,0.39,7.5,0.03,0.15,0.01,1.5,32509.8768833333333333333333,5234.412950,1277.270350,737.519760,12117.531760,1055.629030,2552.985270,701.830330,6330.4298
D,DISPATCH,PRICE,4,"2024/05/01 00:25:00",1,NSW1,20240430245,0,86.07771,0,86.07771,0,0,"2024/05/01 00:20:05",0.71,0.71,0,0.39,0.39,0,0.39,0.39,0,7.99,7.99,0,0.34,0.34,0,0.38,0.38,0,0.38,0.38,0,0.72,0.72,0,FIRM,86.07771,0.71,0.39,0.39,7.99,0.34,0.38,0.38,0.72,32491.0178016666666666666666,5234.732950,1277.280350,737.529760,12122.231760,1055.469030,2550.365270,701.820330,6330.4398
D,DISPATCH,PRICE,4,"2024/05/01 00:25:00",1,QLD1,20240430245,0,85.6,0,85.6,0,0,"2024/05/01 00:20:05",0.71,0.71,0,0.39,0.39,0,0.39,0.39,0,7.99,7.99,0,0.34,0.34,0,0.38,0.38,0,0.38,0.38,0,0.72,0.72,0,FIRM,85.6,0.71,0.39,0.39,7.99,0.34,0.38,0.38,0.72,28642.528345,5234.732950,1277.280350,737.529760,12122.231760,1055.469030,2550.365270,701.820330,6330.4398
D,DISPATCH,PRICE,4,"2024/05/01 00:25:00",1,SA1,20240430245,0,99.17038,0,99.17038,0,0,"2024/05/01 00:20:05",0.71,0.71,0,0.39,0.39,0,0.39,0.39,0,7.99,7.99,0,0.34,0.34,0,0.38,0.38,0,0.38,0.38,0,0.72,0.72,0,FIRM,99.17038,0.71,0.39,0.39,7.99,0.34,0.38,0.38,0.72,32229.9811116666666666666666,5234.732950,1277.280350,737.529760,12122.231760,1055.469030,2550.365270,701.820330,6330.4398
D,DISPATCH,PRICE,4,"2024/05/01 00:25:00",1,TAS1,20240430245,0,110.2,0,110.2,0,0,"2024/05/01 00:20:05",0.71,0.71,0,0.39,0.39,0,0.38,0.38,0,5.43,5.43,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,3.32,3.32,0,FIRM,110.2,0.71,0.39,0.38,5.43,0.38,0.38,0.38,3.32,23616.4574450000000000000000,12537.856280,769.7741,472.889310,15207.211580,6852.030020,2462.177820,480.908320,8326.8334
D,DISPATCH,PRICE,4,"2024/05/01 00:25:00",1,VIC1,20240430245,0,108.12626,0,108.12626,0,0,"2024/05/01 00:20:05",0.71,0.71,0,0.39,0.39,0,0.39,0.39,0,7.99,7.99,0,0.34,0.34,0,0.38,0.38,0,0.38,0.38,0,0.72,0.72,0,FIRM,108.12626,0.71,0.39,0.39,7.99,0.34,0.38,0.38,0.72,32509.8768833333333333333333,5234.732950,1277.280350,737.529760,12122.231760,1055.469030,2550.365270,701.820330,6330.4398
D,DISPATCH,PRICE,4,"2024/05/01 00:30:00",1,NSW1,20240430246,0,87.27971,0,87.27971,0,0,"2024/05/01 00:25:04",0.71,0.71,0,0.39,0.39,0,0.39,0.39,0,11.68,11.68,0,0.14,0.14,0,0.38,0.38,0,0.01,0.01,0,1.12,1.12,0,FIRM,87.27971,0.71,0.39,0.39,11.68,0.14,0.38,0.01,1.12,32579.1706450000000000000000,5235.052950,1277.370350,737.539760,12130.531760,1055.219030,2550.295270,701.780330,6327.5698
D,DISPATCH,PRICE,4,"2024/05/01 00:30:00",1,QLD1,20240430246,0,85.6,0,85.6,0,0,"2024/05/01 00:25:04",0.71,0.71,0,0.39,0.39,0,0.39,0.39,0,11.68,11.68,0,0.14,0.14,0,0.38,0.38,0,0.01,0.01,0,1.12,1.12,0,FIRM,85.6,0.71,0.39,0.39,11.68,0.14,0.38,0.01,1.12,28729.592230,5235.052950,1277.370350,737.539760,12130.531760,1055.219030,2550.295270,701.780330,6327.5698
D,DISPATCH,PRICE,4,"2024/05/01 00:30:00",1,SA1,20240430246,0,98.09803,0,98.09803,0,0,"2024/05/01 00:25:04",0.71,0.71,0,0.39,0.39,0,0.39,0.39,0,11.68,11.68,0,0.14,0.14,0,0.38,0.38,0,0.01,0.01,0,1.12,1.12,0,FIRM,98.09803,0.71,0.39,0.39,11.68,0.14,0.38,0.01,1.12,32336.5957766666666666666666,5235.052950,1277.370350,737.539760,12130.531760,1055.219030,2550.295270,701.780330,6327.5698
D,DISPATCH,PRICE,4,"2024/05/01 00:30:00",1,TAS1,20240430246,0,110.2,0,110.2,0,0,"2024/05/01 00:25:04",0.71,0.71,0,0.39,0.39,0,0.38,0.38,0,5.43,5.43,0,0.14,0.14,0,0.38,0.38,0,0.01,0.01,0,3.32,3.32,0,FIRM,110.2,0.71,0.39,0.38,5.43,0.14,0.38,0.01,3.32,23726.6734500000000000000000,12538.176280,769.7841,472.889310,15206.456820,6851.780020,2462.107820,480.918320,8328.3534
D,DISPATCH,PRICE,4,"2024/05/01 00:30:00",1,VIC1,20240430246,0,107.52702,0,107.52702,0,0,"2024/05/01 00:25:04",0.71,0.71,0,0.39,0.39,0,0.39,0.39,0,11.68,11.68,0,0.14,0.14,0,0.38,0.38,0,0.01,0.01,0,1.12,1.12,0,FIRM,107.52702,0.71,0.39,0.39,11.68,0.14,0.38,0.01,1.12,32627.1705933333333333333333,5235.052950,1277.370350,737.539760,12130.531760,1055.219030,2550.295270,701.780330,6327.5698
D,DISPATCH,PRICE,4,"2024/05/01 00:35:00",1,NSW1,20240430247,0,86.17069,0,86.17069,0,0,"2024/05/01 00:30:04",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,13.99,13.99,0,0.14,0.14,0,0.38,0.38,0,0.38,0.38,0,3.76,3.76,0,FIRM,86.17069,0.39,0.39,0.39,13.99,0.14,0.38,0.38,3.76,32579.1706450000000000000000,5235.052950,1277.380350,737.549760,12141.231760,1054.969030,2550.225270,701.770330,6325.3298
D,DISPATCH,PRICE,4,"2024/05/01 00:35:00",1,QLD1,20240430247,0,85.6,0,85.6,0,0,"2024/05/01 00:30:04",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,13.99,13.99,0,0.14,0.14,0,0.38,0.38,0,0.38,0.38,0,3.76,3.76,0,FIRM,85.6,0.39,0.39,0.39,13.99,0.14,0.38,0.38,3.76,28729.592230,5235.052950,1277.380350,737.549760,12141.231760,1054.969030,2550.225270,701.770330,6325.3298
D,DISPATCH,PRICE,4,"2024/05/01 00:35:00",1,SA1,20240430247,0,99.44,0,99.44,0,0,"2024/05/01 00:30:04",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,13.99,13.99,0,0.14,0.14,0,0.38,0.38,0,0.38,0.38,0,3.76,3.76,0,FIRM,99.44,0.39,0.39,0.39,13.99,0.14,0.38,0.38,3.76,32336.5957766666666666666666,5235.052950,1277.380350,737.549760,12141.231760,1054.969030,2550.225270,701.770330,6325.3298
D,DISPATCH,PRICE,4,"2024/05/01 00:35:00",1,TAS1,20240430247,0,111.0308,0,111.0308,0,0,"2024/05/01 00:30:04",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,7.1608,7.1608,0,0.24865,0.24865,0,0.38,0.38,0,0.38,0.38,0,4.32,4.32,0,FIRM,111.0308,0.39,0.39,0.39,7.1608,0.24865,0.38,0.38,4.32,23726.6734500000000000000000,12538.176280,769.7941,472.899310,15207.432860,6851.638670,2462.037820,481.298320,8330.833070
D,DISPATCH,PRICE,4,"2024/05/01 00:35:00",1,VIC1,20240430247,0,108.99858,0,108.99858,0,0,"2024/05/01 00:30:04",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,13.99,13.99,0,0.14,0.14,0,0.38,0.38,0,0.38,0.38,0,3.76,3.76,0,FIRM,108.99858,0.39,0.39,0.39,13.99,0.14,0.38,0.38,3.76,32627.1705933333333333333333,5235.052950,1277.380350,737.549760,12141.231760,1054.969030,2550.225270,701.770330,6325.3298
D,DISPATCH,PRICE,4,"2024/05/01 00:40:00",1,NSW1,20240430248,0,86.18365,0,86.18365,0,0,"2024/05/01 00:35:04",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,11.68,11.68,0,0.2,0.2,0,0.38,0.38,0,0.2,0.2,0,1.12,1.12,0,FIRM,86.18365,0.39,0.39,0.38,11.68,0.2,0.38,0.2,1.12,32579.1706450000000000000000,5235.052950,1277.390350,737.549760,12152.531760,1054.779030,2550.215270,701.580330,6322.4598
D,DISPATCH,PRICE,4,"2024/05/01 00:40:00",1,QLD1,20240430248,0,85.55,0,85.55,0,0,"2024/05/01 00:35:04",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,11.68,11.68,0,0.2,0.2,0,0.38,0.38,0,0.2,0.2,0,1.12,1.12,0,FIRM,85.55,0.39,0.39,0.38,11.68,0.2,0.38,0.2,1.12,28729.592230,5235.052950,1277.390350,737.549760,12152.531760,1054.779030,2550.215270,701.580330,6322.4598
D,DISPATCH,PRICE,4,"2024/05/01 00:40:00",1,SA1,20240430248,0,98.10815,0,98.10815,0,0,"2024/05/01 00:35:04",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,11.68,11.68,0,0.2,0.2,0,0.38,0.38,0,0.2,0.2,0,1.12,1.12,0,FIRM,98.10815,0.39,0.39,0.38,11.68,0.2,0.38,0.2,1.12,32336.5957766666666666666666,5235.052950,1277.390350,737.549760,12152.531760,1054.779030,2550.215270,701.580330,6322.4598
D,DISPATCH,PRICE,4,"2024/05/01 00:40:00",1,TAS1,20240430248,0,110.2,0,110.2,0,0,"2024/05/01 00:35:04",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,5.43,5.43,0,0.2,0.2,0,0.38,0.38,0,0.2,0.2,0,3.42,3.42,0,FIRM,110.2,0.39,0.39,0.38,5.43,0.2,0.38,0.2,3.42,23726.6734500000000000000000,12538.176280,769.8041,472.899310,15206.6781,6851.448670,2462.027820,481.498320,8331.453070
D,DISPATCH,PRICE,4,"2024/05/01 00:40:00",1,VIC1,20240430248,0,106.96309,0,106.96309,0,0,"2024/05/01 00:35:04",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,11.68,11.68,0,0.2,0.2,0,0.38,0.38,0,0.2,0.2,0,1.12,1.12,0,FIRM,106.96309,0.39,0.39,0.38,11.68,0.2,0.38,0.2,1.12,32627.1705933333333333333333,5235.052950,1277.390350,737.549760,12152.531760,1054.779030,2550.215270,701.580330,6322.4598
D,DISPATCH,PRICE,4,"2024/05/01 00:45:00",1,NSW1,20240430249,0,88.89,0,88.89,0,0,"2024/05/01 00:40:04",0.45,0.45,0,0.39,0.39,0,0.38,0.38,0,7.99,7.99,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,1,1,0,FIRM,88.89,0.45,0.39,0.38,7.99,0.38,0.38,0.38,1,32579.1706450000000000000000,5235.112950,1277.390350,737.549760,12160.141760,1054.769030,2549.595270,701.570330,6321.9098
D,DISPATCH,PRICE,4,"2024/05/01 00:45:00",1,QLD1,20240430249,0,89.38638,0,89.38638,0,0,"2024/05/01 00:40:04",0.45,0.45,0,0.39,0.39,0,0.38,0.38,0,7.99,7.99,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,1,1,0,FIRM,89.38638,0.45,0.39,0.38,7.99,0.38,0.38,0.38,1,28729.592230,5235.112950,1277.390350,737.549760,12160.141760,1054.769030,2549.595270,701.570330,6321.9098
D,DISPATCH,PRICE,4,"2024/05/01 00:45:00",1,SA1,20240430249,0,92.1175,0,92.1175,0,0,"2024/05/01 00:40:04",0.45,0.45,0,0.39,0.39,0,0.38,0.38,0,7.99,7.99,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,1,1,0,FIRM,92.1175,0.45,0.39,0.38,7.99,0.38,0.38,0.38,1,32336.5957766666666666666666,5235.112950,1277.390350,737.549760,12160.141760,1054.769030,2549.595270,701.570330,6321.9098
D,DISPATCH,PRICE,4,"2024/05/01 00:45:00",1,TAS1,20240430249,0,108.3,0,108.3,0,0,"2024/05/01 00:40:04",1.36,1.36,0,1.36,1.36,0,0.38,0.38,0,5.43,5.43,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,5.32,5.32,0,FIRM,108.3,1.36,1.36,0.38,5.43,0.38,0.38,0.38,5.32,23726.6734500000000000000000,12539.146280,770.7741,472.899310,15204.923340,6851.438670,2461.407820,481.878320,8334.932740
D,DISPATCH,PRICE,4,"2024/05/01 00:45:00",1,VIC1,20240430249,0,100.95257,0,100.95257,0,0,"2024/05/01 00:40:04",0.45,0.45,0,0.39,0.39,0,0.38,0.38,0,7.99,7.99,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,1,1,0,FIRM,100.95257,0.45,0.39,0.38,7.99,0.38,0.38,0.38,1,32627.1705933333333333333333,5235.112950,1277.390350,737.549760,12160.141760,1054.769030,2549.595270,701.570330,6321.9098
D,DISPATCH,PRICE,4,"2024/05/01 00:50:00",1,NSW1,20240430250,0,85.6612,0,85.6612,0,0,"2024/05/01 00:45:04",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,7.99,7.99,0,0.34,0.34,0,0.38,0.38,0,0.38,0.38,0,3.75,3.75,0,FIRM,85.6612,0.39,0.39,0.38,7.99,0.34,0.38,0.38,3.75,32579.1706450000000000000000,5235.112950,1277.400350,737.549760,12167.751760,1054.719030,2548.135270,701.560330,6322.0498
D,DISPATCH,PRICE,4,"2024/05/01 00:50:00",1,QLD1,20240430250,0,85.6,0,85.6,0,0,"2024/05/01 00:45:04",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,7.99,7.99,0,0.34,0.34,0,0.38,0.38,0,0.38,0.38,0,3.75,3.75,0,FIRM,85.6,0.39,0.39,0.38,7.99,0.34,0.38,0.38,3.75,28729.592230,5235.112950,1277.400350,737.549760,12167.751760,1054.719030,2548.135270,701.560330,6322.0498
D,DISPATCH,PRICE,4,"2024/05/01 00:50:00",1,SA1,20240430250,0,91.72118,0,91.72118,0,0,"2024/05/01 00:45:04",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,7.99,7.99,0,0.34,0.34,0,0.38,0.38,0,0.38,0.38,0,3.75,3.75,0,FIRM,91.72118,0.39,0.39,0.38,7.99,0.34,0.38,0.38,3.75,32336.5957766666666666666666,5235.112950,1277.400350,737.549760,12167.751760,1054.719030,2548.135270,701.560330,6322.0498
D,DISPATCH,PRICE,4,"2024/05/01 00:50:00",1,TAS1,20240430250,0,107.3,0,107.3,0,0,"2024/05/01 00:45:04",1.36,1.36,0,1.36,1.36,0,0.38,0.38,0,5.43,5.43,0,0.34,0.34,0,0.38,0.38,0,0.38,0.38,0,5.32,5.32,0,FIRM,107.3,1.36,1.36,0.38,5.43,0.34,0.38,0.38,5.32,23726.6734500000000000000000,12540.116280,771.7541,472.899310,15204.168580,6851.388670,2459.947820,482.258320,8337.452740
