C,SETP.WORLD,DVD_DISPATCHPRICE,AEMO,PUBLIC,2024/02/07,00:20:08,0000000410396541,,0000000410396500
I,DISPATCH,PRICE,4,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,LASTCHANGED,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,PRICE_STATUS,PRE_AP_ENERGY_PRICE,PRE_AP_RAISE6_PRICE,PRE_AP_RAISE60_PRICE,PRE_AP_RAISE5MIN_PRICE,PRE_AP_RAISEREG_PRICE,PRE_AP_LOWER6_PRICE,PRE_AP_LOWER60_PRICE,PRE_AP_LOWER5MIN_PRICE,PRE_AP_LOWERREG_PRICE,CUMUL_PRE_AP_ENERGY_PRICE,CUMUL_PRE_AP_RAISE6_PRICE,CUMUL_PRE_AP_RAISE60_PRICE,CUMUL_PRE_AP_RAISE5MIN_PRICE,CUMUL_PRE_AP_RAISEREG_PRICE,CUMUL_PRE_AP_LOWER6_PRICE,CUMUL_PRE_AP_LOWER60_PRICE,CUMUL_PRE_AP_LOWER5MIN_PRICE,CUMUL_PRE_AP_LOWERREG_PRICE
D,DISPATCH,PRICE,4,"2024/01/01 00:15:00",1,QLD1,20231231243,0,65.47648,0,65.47648,0,0,"2024/01/01 00:10:03",0.86,0.86,0,0.49,0.49,0,0.39,0.39,0,5,5,0,0.03,0.03,0,0.38,0.38,0,0,0,0,1.2,1.2,0,FIRM,65.47648,0.86,0.49,0.39,5,0.03,0.38,0,1.2,46563.9301333333333333333333,918.717970,804.70,726.26,10422.273110,1576.362290,8628.072690,808.911620,11862.0794
D,DISPATCH,PRICE,4,"2024/01/01 00:15:00",1,SA1,20231231243,0,56.16858,0,56.16858,0,0,"2024/01/01 00:10:03",0.86,0.86,0,0.49,0.49,0,0.39,0.39,0,5,5,0,0.03,0.03,0,0.38,0.38,0,0,0,0,1.2,1.2,0,FIRM,56.16858,0.86,0.49,0.39,5,0.03,0.38,0,1.2,-1074.342331666666666666666666,918.717970,804.70,726.26,10422.273110,1576.362290,8628.072690,808.911620,11862.0794
D,DISPATCH,PRICE,4,"2024/01/01 00:15:00",1,TAS1,20231231243,0,85.28,0,85.28,0,0,"2024/01/01 00:10:03",0.86,0.86,0,0.49,0.49,0,0.39,0.39,0,5.46,5.46,0,0.03,0.03,0,0.38,0.38,0,0,0,0,5.9,5.9,0,FIRM,85.28,0.86,0.49,0.39,5.46,0.03,0.38,0,5.9,10694.727050,972.9895,957.84,751.43,10935.904660,1790.868210,5996.1213,39.900420,16604.143920
D,DISPATCH,PRICE,4,"2024/01/01 00:15:00",1,VIC1,20231231243,0,52.66542,0,52.66542,0,0,"2024/01/01 00:10:03",0.86,0.86,0,0.49,0.49,0,0.39,0.39,0,5,5,0,0.03,0.03,0,0.38,0.38,0,0,0,0,1.2,1.2,0,FIRM,52.66542,0.86,0.49,0.39,5,0.03,0.38,0,1.2,-3314.374419999999999999999999,918.717970,804.70,726.26,10422.273110,1576.362290,8628.072690,808.911620,11862.0794
D,DISPATCH,PRICE,4,"2024/01/01 00:20:00",1,NSW1,20231231244,0,54.95014,0,54.95014,0,0,"2024/01/01 00:15:03",0.48,0.48,0,0.49,0.49,0,0.39,0.39,0,7.73,7.73,0,0.03,0.03,0,0.38,0.38,0,0,0,0,0.71,0.71,0,FIRM,54.95014,0.48,0.49,0.39,7.73,0.03,0.38,0,0.71,13878.2169050000000000000000,918.717970,804.80,726.27,10425.023110,1575.892290,8612.619040,808.461620,11862.0794
D,DISPATCH,PRICE,4,"2024/01/01 00:20:00",1,QLD1,20231231244,0,61.59634,0,61.59634,0,0,"2024/01/01 00:15:03",0.48,0.48,0,0.49,0.49,0,0.39,0.39,0,7.73,7.73,0,0.03,0.03,0,0.38,0.38,0,0,0,0,0.71,0.71,0,FIRM,61.59634,0.48,0.49,0.39,7.73,0.03,0.38,0,0.71,46563.9301333333333333333333,918.717970,804.80,726.27,10425.023110,1575.892290,8612.619040,808.461620,11862.0794
D,DISPATCH,PRICE,4,"2024/01/01 00:20:00",1,SA1,20231231244,0,52.28684,0,52.28684,0,0,"2024/01/01 00:15:03",0.48,0.48,0,0.49,0.49,0,0.39,0.39,0,7.73,7.73,0,0.03,0.03,0,0.38,0.38,0,0,0,0,0.71,0.71,0,FIRM,52.28684,0.48,0.49,0.39,7.73,0.03,0.38,0,0.71,-1074.342331666666666666666666,918.717970,804.80,726.27,10425.023110,1575.892290,8612.619040,808.461620,11862.0794
D,DISPATCH,PRICE,4,"2024/01/01 00:20:00",1,TAS1,20231231244,0,85.28,0,85.28,0,0,"2024/01/01 00:15:03",0.48,0.48,0,0.49,0.49,0,0.39,0.39,0,5.46,5.46,0,0.03,0.03,0,0.38,0.38,0,0,0,0,5.9,5.9,0,FIRM,85.28,0.48,0.49,0.39,5.46,0.03,0.38,0,5.9,10694.727050,972.3595,957.94,751.44,10936.284660,1790.398210,5991.8513,39.900420,16604.893920
D,DISPATCH,PRICE,4,"2024/01/01 00:20:00",1,VIC1,20231231244,0,48.77936,0,48.77936,0,0,"2024/01/01 00:15:03",0.48,0.48,0,0.49,0.49,0,0.39,0.39,0,7.73,7.73,0,0.03,0.03,0,0.38,0.38,0,0,0,0,0.71,0.71,0,FIRM,48.77936,0.48,0.49,0.39,7.73,0.03,0.38,0,0.71,-3314.374419999999999999999999,918.717970,804.80,726.27,10425.023110,1575.892290,8612.619040,808.461620,11862.0794
D,DISPATCH,PRICE,4,"2024/01/01 00:25:00",1,NSW1,20231231245,0,54.95027,0,54.95027,0,0,"2024/01/01 00:20:03",0.39,0.39,0,0.49,0.49,0,0.39,0.39,0,0.91,0.91,0,0.03,0.03,0,0.17,0.17,0,0,0,0,3.98,3.98,0,FIRM,54.95027,0.39,0.49,0.39,0.91,0.03,0.17,0,3.98,13878.2169050000000000000000,918.607970,804.90,726.28,10421.933110,1575.532290,8610.959040,808.451620,11862.2994
D,DISPATCH,PRICE,4,"2024/01/01 00:25:00",1,QLD1,20231231245,0,61.5405,0,61.5405,0,0,"2024/01/01 00:20:03",0.39,0.39,0,0.49,0.49,0,0.39,0.39,0,0.91,0.91,0,0.03,0.03,0,0.17,0.17,0,0,0,0,3.98,3.98,0,FIRM,61.5405,0.39,0.49,0.39,0.91,0.03,0.17,0,3.98,46563.9301333333333333333333,918.607970,804.90,726.28,10421.933110,1575.532290,8610.959040,808.451620,11862.2994
D,DISPATCH,PRICE,4,"2024/01/01 00:25:00",1,SA1,20231231245,0,51.93813,0,51.93813,0,0,"2024/01/01 00:20:03",0.39,0.39,0,0.49,0.49,0,0.39,0.39,0,0.91,0.91,0,0.03,0.03,0,0.17,0.17,0,0,0,0,3.98,3.98,0,FIRM,51.93813,0.39,0.49,0.39,0.91,0.03,0.17,0,3.98,-1074.342331666666666666666666,918.607970,804.90,726.28,10421.933110,1575.532290,8610.959040,808.451620,11862.2994
D,DISPATCH,PRICE,4,"2024/01/01 00:25:00",1,TAS1,20231231245,0,85.28,0,85.28,0,0,"2024/01/01 00:20:03",0.39,0.39,0,0.49,0.49,0,0.39,0.39,0,5.46,5.46,0,0.03,0.03,0,0.17,0.17,0,0,0,0,5.9,5.9,0,FIRM,85.28,0.39,0.49,0.39,5.46,0.03,0.17,0,5.9,10694.727050,971.6395,958.04,751.45,10936.496940,1790.038210,5990.1913,39.900420,16605.643920
D,DISPATCH,PRICE,4,"2024/01/01 00:25:00",1,VIC1,20231231245,0,49.18994,0,49.18994,0,0,"2024/01/01 00:20:03",0.39,0.39,0,0.49,0.49,0,0.39,0.39,0,0.91,0.91,0,0.03,0.03,0,0.17,0.17,0,0,0,0,3.98,3.98,0,FIRM,49.18994,0.39,0.49,0.39,0.91,0.03,0.17,0,3.98,-3314.374419999999999999999999,918.607970,804.90,726.28,10421.933110,1575.532290,8610.959040,808.451620,11862.2994
D,DISPATCH,PRICE,4,"2024/01/01 00:30:00",1,NSW1,20231231246,0,57.98,0,57.98,0,0,"2024/01/01 00:25:03",0.39,0.39,0,0.48,0.48,0,0.39,0.39,0,2.64,2.64,0,0.14,0.14,0,0.39,0.39,0,0,0,0,6,6,0,FIRM,57.98,0.39,0.48,0.39,2.64,0.14,0.39,0,6,13937.2357266666666666666666,918.237970,804.99,726.28,10420.573110,1575.282290,8610.489040,808.441620,11864.5394
D,DISPATCH,PRICE,4,"2024/01/01 00:30:00",1,QLD1,20231231246,0,64.51684,0,64.51684,0,0,"2024/01/01 00:25:03",0.39,0.39,0,0.48,0.48,0,0.39,0.39,0,2.64,2.64,0,0.14,0.14,0,0.39,0.39,0,0,0,0,6,6,0,FIRM,64.51684,0.39,0.48,0.39,2.64,0.14,0.39,0,6,46630.2688733333333333333333,918.237970,804.99,726.28,10420.573110,1575.282290,8610.489040,808.441620,11864.5394
D,DISPATCH,PRICE,4,"2024/01/01 00:30:00",1,SA1,20231231246,0,55.11266,0,55.11266,0,0,"2024/01/01 00:25:03",0.39,0.39,0,0.48,0.48,0,0.39,0.39,0,2.64,2.64,0,0.14,0.14,0,0.39,0.39,0,0,0,0,6,6,0,FIRM,55.11266,0.39,0.48,0.39,2.64,0.14,0.39,0,6,-1017.987233333333333333333333,918.237970,804.99,726.28,10420.573110,1575.282290,8610.489040,808.441620,11864.5394
D,DISPATCH,PRICE,4,"2024/01/01 00:30:00",1,TAS1,20231231246,0,85.28,0,85.28,0,0,"2024/01/01 00:25:03",0.39,0.39,0,0.49,0.49,0,0.39,0.39,0,5.46,5.46,0,0.14,0.14,0,0.39,0.39,0,0,0,0,5.9,5.9,0,FIRM,85.28,0.39,0.49,0.39,5.46,0.14,0.39,0,5.9,10780.007050,970.9195,958.14,751.45,10936.667850,1789.788210,5989.7213,39.900420,16606.393920
D,DISPATCH,PRICE,4,"2024/01/01 00:30:00",1,VIC1,20231231246,0,51.93338,0,51.93338,0,0,"2024/01/01 00:25:03",0.39,0.39,0,0.48,0.48,0,0.39,0.39,0,2.64,2.64,0,0.14,0.14,0,0.39,0.39,0,0,0,0,6,6,0,FIRM,51.93338,0.39,0.48,0.39,2.64,0.14,0.39,0,6,-3261.266924999999999999999999,918.237970,804.99,726.28,10420.573110,1575.282290,8610.489040,808.441620,11864.5394
D,DISPATCH,PRICE,4,"2024/01/01 00:35:00",1,NSW1,20231231247,0,56.58982,0,56.58982,0,0,"2024/01/01 00:30:02",0.45,0.45,0,0.48,0.48,0,0.39,0.39,0,2.64,2.64,0,0.14,0.14,0,0.39,0.39,0,0.07,0.07,0,3.62,3.62,0,FIRM,56.58982,0.45,0.48,0.39,2.64,0.14,0.39,0.07,3.62,13937.2357266666666666666666,918.297970,805.08,726.29,10418.233110,1575.032290,8610.019040,808.511620,11864.5494
D,DISPATCH,PRICE,4,"2024/01/01 00:35:00",1,QLD1,20231231247,0,62.5429,0,62.5429,0,0,"2024/01/01 00:30:02",0.45,0.45,0,0.48,0.48,0,0.39,0.39,0,2.64,2.64,0,0.14,0.14,0,0.39,0.39,0,0.07,0.07,0,3.62,3.62,0,FIRM,62.5429,0.45,0.48,0.39,2.64,0.14,0.39,0.07,3.62,46630.2688733333333333333333,918.297970,805.08,726.29,10418.233110,1575.032290,8610.019040,808.511620,11864.5494
D,DISPATCH,PRICE,4,"2024/01/01 00:35:00",1,SA1,20231231247,0,54.37802,0,54.37802,0,0,"2024/01/01 00:30:02",0.45,0.45,0,0.48,0.48,0,0.39,0.39,0,2.64,2.64,0,0.14,0.14,0,0.39,0.39,0,0.07,0.07,0,3.62,3.62,0,FIRM,54.37802,0.45,0.48,0.39,2.64,0.14,0.39,0.07,3.62,-1017.987233333333333333333333,918.297970,805.08,726.29,10418.233110,1575.032290,8610.019040,808.511620,11864.5494
D,DISPATCH,PRICE,4,"2024/01/01 00:35:00",1,TAS1,20231231247,0,85.28,0,85.28,0,0,"2024/01/01 00:30:02",0.45,0.45,0,0.49,0.49,0,0.39,0.39,0,5.46,5.46,0,0.14,0.14,0,0.39,0.39,0,0,0,0,5.9,5.9,0,FIRM,85.28,0.45,0.49,0.39,5.46,0.14,0.39,0,5.9,10780.007050,970.9795,958.24,751.46,10936.047850,1789.538210,5989.2513,39.900420,16607.143920
D,DISPATCH,PRICE,4,"2024/01/01 00:35:00",1,VIC1,20231231247,0,51.11655,0,51.11655,0,0,"2024/01/01 00:30:02",0.45,0.45,0,0.48,0.48,0,0.39,0.39,0,2.64,2.64,0,0.14,0.14,0,0.39,0.39,0,0.07,0.07,0,3.62,3.62,0,FIRM,51.11655,0.45,0.48,0.39,2.64,0.14,0.39,0.07,3.62,-3261.266924999999999999999999,918.297970,805.08,726.29,10418.233110,1575.032290,8610.019040,808.511620,11864.5494
D,DISPATCH,PRICE,4,"2024/01/01 00:40:00",1,NSW1,20231231248,0,55.39703,0,55.39703,0,0,"2024/01/01 00:35:03",0.72,0.72,0,0.49,0.49,0,0.49,0.49,0,2.64,2.64,0,0.34,0.34,0,0.39,0.39,0,0.08,0.08,0,3.76,3.76,0,FIRM,55.39703,0.72,0.49,0.49,2.64,0.34,0.39,0.08,3.76,13937.2357266666666666666666,918.627970,805.18,726.40,10417.493110,1574.982290,8608.769040,808.211620,11864.6994
D,DISPATCH,PRICE,4,"2024/01/01 00:40:00",1,QLD1,20231231248,0,61.27223,0,61.27223,0,0,"2024/01/01 00:35:03",0.72,0.72,0,0.49,0.49,0,0.49,0.49,0,2.64,2.64,0,0.34,0.34,0,0.39,0.39,0,0.08,0.08,0,3.76,3.76,0,FIRM,61.27223,0.72,0.49,0.49,2.64,0.34,0.39,0.08,3.76,46630.2688733333333333333333,918.627970,805.18,726.40,10417.493110,1574.982290,8608.769040,808.211620,11864.6994
D,DISPATCH,PRICE,4,"2024/01/01 00:40:00",1,SA1,20231231248,0,52.2129,0,52.2129,0,0,"2024/01/01 00:35:03",0.72,0.72,0,0.49,0.49,0,0.49,0.49,0,2.64,2.64,0,0.34,0.34,0,0.39,0.39,0,0.08,0.08,0,3.76,3.76,0,FIRM,52.2129,0.72,0.49,0.49,2.64,0.34,0.39,0.08,3.76,-1017.987233333333333333333333,918.627970,805.18,726.40,10417.493110,1574.982290,8608.769040,808.211620,11864.6994
D,DISPATCH,PRICE,4,"2024/01/01 00:40:00",1,TAS1,20231231248,0,85.28,0,85.28,0,0,"2024/01/01 00:35:03",0.72,0.72,0,0.49,0.49,0,0.49,0.49,0,5.46,5.46,0,0.34,0.34,0,0.39,0.39,0,0,0,0,5.9,5.9,0,FIRM,85.28,0.72,0.49,0.49,5.46,0.34,0.39,0,5.9,10780.007050,971.3095,958.34,751.57,10936.426310,1789.488210,5988.0013,39.900420,16607.893920
D,DISPATCH,PRICE,4,"2024/01/01 00:40:00",1,VIC1,20231231248,0,49.2,0,49.2,0,0,"2024/01/01 00:35:03",0.72,0.72,0,0.49,0.49,0,0.49,0.49,0,2.64,2.64,0,0.34,0.34,0,0.39,0.39,0,0.08,0.08,0,3.76,3.76,0,FIRM,49.2,0.72,0.49,0.49,2.64,0.34,0.39,0.08,3.76,-3261.266924999999999999999999,918.627970,805.18,726.40,10417.493110,1574.982290,8608.769040,808.211620,11864.6994
D,DISPATCH,PRICE,4,"2024/01/01 00:45:00",1,NSW1,20231231249,0,54.9503,0,54.9503,0,0,"2024/01/01 00:40:03",0.45,0.45,0,0.49,0.49,0,0.39,0.39,0,1.33,1.33,0,0.38,0.38,0,0.39,0.39,0,0.01,0.01,0,3.75,3.75,0,FIRM,54.9503,0.45,0.49,0.39,1.33,0.38,0.39,0.01,3.75,13937.2357266666666666666666,918.687970,805.28,726.41,10413.843110,1575.162290,8608.769040,808.221620,11867.2494
D,DISPATCH,PRICE,4,"2024/01/01 00:45:00",1,QLD1,20231231249,0,60.73642,0,60.73642,0,0,"2024/01/01 00:40:03",0.45,0.45,0,0.49,0.49,0,0.39,0.39,0,1.33,1.33,0,0.38,0.38,0,0.39,0.39,0,0.01,0.01,0,3.75,3.75,0,FIRM,60.73642,0.45,0.49,0.39,1.33,0.38,0.39,0.01,3.75,46630.2688733333333333333333,918.687970,805.28,726.41,10413.843110,1575.162290,8608.769040,808.221620,11867.2494
D,DISPATCH,PRICE,4,"2024/01/01 00:45:00",1,SA1,20231231249,0,52.43349,0,52.43349,0,0,"2024/01/01 00:40:03",0.45,0.45,0,0.49,0.49,0,0.39,0.39,0,1.33,1.33,0,0.38,0.38,0,0.39,0.39,0,0.01,0.01,0,3.75,3.75,0,FIRM,52.43349,0.45,0.49,0.39,1.33,0.38,0.39,0.01,3.75,-1017.987233333333333333333333,918.687970,805.28,726.41,10413.843110,1575.162290,8608.769040,808.221620,11867.2494
D,DISPATCH,PRICE,4,"2024/01/01 00:45:00",1,TAS1,20231231249,0,85.28,0,85.28,0,0,"2024/01/01 00:40:03",0.45,0.45,0,0.49,0.49,0,0.39,0.39,0,5.46,5.46,0,0.38,0.38,0,0.39,0.39,0,0,0,0,5.9,5.9,0,FIRM,85.28,0.45,0.49,0.39,5.46,0.38,0.39,0,5.9,10780.007050,971.3695,958.44,751.58,10935.806310,1789.668210,5988.0013,39.900420,16608.643920
D,DISPATCH,PRICE,4,"2024/01/01 00:45:00",1,VIC1,20231231249,0,49.28864,0,49.28864,0,0,"2024/01/01 00:40:03",0.45,0.45,0,0.49,0.49,0,0.39,0.39,0,1.33,1.33,0,0.38,0.38,0,0.39,0.39,0,0.01,0.01,0,3.75,3.75,0,FIRM,49.28864,0.45,0.49,0.39,1.33,0.38,0.39,0.01,3.75,-3261.266924999999999999999999,918.687970,805.28,726.41,10413.843110,1575.162290,8608.769040,808.221620,11867.2494
D,DISPATCH,PRICE,4,"2024/01/01 00:50:00",1,NSW1,20231231250,0,54.74982,0,54.74982,0,0,"2024/01/01 00:45:03",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,1.5,1.5,0,0.34,0.34,0,0.39,0.39,0,0.08,0.08,0,1.2,1.2,0,FIRM,54.74982,0.39,0.39,0.39,1.5,0.34,0.39,0.08,1.2,13937.2357266666666666666666,918.687970,805.28,726.42,10411.963110,1575.122290,8608.769040,808.301620,11864.8294
D,DISPATCH,PRICE,4,"2024/01/01 00:50:00",1,QLD1,20231231250,0,60.86101,0,60.86101,0,0,"2024/01/01 00:45:03",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,1.5,1.5,0,0.34,0.34,0,0.39,0.39,0,0.08,0.08,0,1.2,1.2,0,FIRM,60.86101,0.39,0.39,0.39,1.5,0.34,0.39,0.08,1.2,46630.2688733333333333333333,918.687970,805.28,726.42,10411.963110,1575.122290,8608.769040,808.301620,11864.8294
D,DISPATCH,PRICE,4,"2024/01/01 00:50:00",1,SA1,20231231250,0,52.39073,0,52.39073,0,0,"2024/01/01 00:45:03",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,1.5,1.5,0,0.34,0.34,0,0.39,0.39,0,0.08,0.08,0,1.2,1.2,0,FIRM,52.39073,0.39,0.39,0.39,1.5,0.34,0.39,0.08,1.2,-1017.987233333333333333333333,918.687970,805.28,726.42,10411.963110,1575.122290,8608.769040,808.301620,11864.8294
D,DISPATCH,PRICE,4,"2024/01/01 00:50:00",1,TAS1,20231231250,0,85.28,0,85.28,0,0,"2024/01/01 00:45:03",0.39,0.39,0,0.49,0.49,0,0.39,0.39,0,5.46,5.46,0,0.34,0.34,0,0.39,0.39,0,0,0,0,5.9,5.9,0,FIRM,85.28,0.39,0.49,0.39,5.46,0.34,0.39,0,5.9,10780.007050,971.3695,958.54,751.59,10936.018590,1789.628210,5988.0013,39.900420,16609.393920
D,DISPATCH,PRICE,4,"2024/01/01 00:50:00",1,VIC1,20231231250,0,49.12077,0,49.12077,0,0,"2024/01/01 00:45:03",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,1.5,1.5,0,0.34,0.34,0,0.39,0.39,0,0.08,0.08,0,1.2,1.2,0,FIRM,49.12077,0.39,0.39,0.39,1.5,0.34,0.39,0.08,1.2,-3261.266924999999999999999999,918.687970,805.28,726.42,10411.963110,1575.122290,8608.769040,808.301620,11864.8294
