C,SETP.WORLD,DVD_DISPATCHPRICE,AEMO,PUBLIC,2024/05/07,00:15:10,0000000418736035,,0000000418735995
I,DISPATCH,PRICE,4,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,LASTCHANGED,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,PRICE_STATUS,PRE_AP_ENERGY_PRICE,PRE_AP_RAISE6_PRICE,PRE_AP_RAISE60_PRICE,PRE_AP_RAISE5MIN_PRICE,PRE_AP_RAISEREG_PRICE,PRE_AP_LOWER6_PRICE,PRE_AP_LOWER60_PRICE,PRE_AP_LOWER5MIN_PRICE,PRE_AP_LOWERREG_PRICE,CUMUL_PRE_AP_ENERGY_PRICE,CUMUL_PRE_AP_RAISE6_PRICE,CUMUL_PRE_AP_RAISE60_PRICE,CUMUL_PRE_AP_RAISE5MIN_PRICE,CUMUL_PRE_AP_RAISEREG_PRICE,CUMUL_PRE_AP_LOWER6_PRICE,CUMUL_PRE_AP_LOWER60_PRICE,CUMUL_PRE_AP_LOWER5MIN_PRICE,CUMUL_PRE_AP_LOWERREG_PRICE
D,DISPATCH,PRICE,4,"2024/04/01 00:15:00",1,NSW1,20240331243,0,58.02,0,58.02,0,0,"2024/04/01 00:10:03",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,10.85,10.85,0,0.39,0.39,0,0.45,0.45,0,0,0,0,0,0,0,FIRM,58.02,0.39,0.39,0.38,10.85,0.39,0.45,0,0,21474.0548333333333333333333,1167.440170,808.945930,662.73,9304.7744,945.975390,5912.150440,909.500380,6744.061670
D,DISPATCH,PRICE,4,"2024/04/01 00:15:00",1,QLD1,20240331243,0,59.20843,0,59.20843,0,0,"2024/04/01 00:10:03",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,10.85,10.85,0,0.39,0.39,0,0.45,0.45,0,0,0,0,0,0,0,FIRM,59.20843,0.39,0.39,0.38,10.85,0.39,0.45,0,0,22610.5556549999999999999999,1194.540650,820.995930,666.80,9308.8444,954.655390,5912.150440,909.500380,6744.061670
D,DISPATCH,PRICE,4,"2024/04/01 00:15:00",1,SA1,20240331243,0,70.42,0,70.42,0,0,"2024/04/01 00:10:03",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,10.85,10.85,0,0.39,0.39,0,0.45,0.45,0,0,0,0,0,0,0,FIRM,70.42,0.39,0.39,0.38,10.85,0.39,0.45,0,0,19480.4910116666666666666666,1167.440170,808.945930,662.73,9304.7744,945.975390,5912.150440,909.500380,6744.061670
D,DISPATCH,PRICE,4,"2024/04/01 00:15:00",1,TAS1,20240331243,0,70.12,0,70.12,0,0,"2024/04/01 00:10:03",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,5.74156,5.74156,0,0.39,0.39,0,0.45,0.45,0,0,0,0,2.96,2.96,0,FIRM,70.12,0.39,0.39,0.38,5.74156,0.39,0.45,0,2.96,21734.7330350000000000000000,1405.877120,1669.314690,626.452480,12382.863860,1137.2901,5371.683240,142.023090,7320.749880
D,DISPATCH,PRICE,4,"2024/04/01 00:15:00",1,VIC1,20240331243,0,53.82812,0,53.82812,0,0,"2024/04/01 00:10:03",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,10.85,10.85,0,0.39,0.39,0,0.45,0.45,0,0,0,0,0,0,0,FIRM,53.82812,0.39,0.39,0.38,10.85,0.39,0.45,0,0,15245.4382283333333333333333,1167.440170,808.945930,662.73,9304.7744,945.975390,5912.150440,909.500380,6744.061670
D,DISPATCH,PRICE,4,"2024/04/01 00:20:00",1,NSW1,20240331244,0,58,0,58,0,0,"2024/04/01 00:15:03",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,7.84,7.84,0,0.39,0.39,0,0.45,0.45,0,0.39,0.39,0,3.71,3.71,0,FIRM,58,0.39,0.39,0.39,7.84,0.39,0.45,0.39,3.71,21474.0548333333333333333333,1167.440170,808.955930,662.82,9311.6144,945.975390,5912.210440,909.880380,6743.781670
D,DISPATCH,PRICE,4,"2024/04/01 00:20:00",1,QLD1,20240331244,0,59.5965,0,59.5965,0,0,"2024/04/01 00:15:03",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,7.84,7.84,0,0.39,0.39,0,0.45,0.45,0,0.39,0.39,0,3.71,3.71,0,FIRM,59.5965,0.39,0.39,0.39,7.84,0.39,0.45,0.39,3.71,22610.5556549999999999999999,1194.540650,821.005930,666.89,9315.6844,954.655390,5912.210440,909.880380,6743.781670
D,DISPATCH,PRICE,4,"2024/04/01 00:20:00",1,SA1,20240331244,0,70.42,0,70.42,0,0,"2024/04/01 00:15:03",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,7.84,7.84,0,0.39,0.39,0,0.45,0.45,0,0.39,0.39,0,3.71,3.71,0,FIRM,70.42,0.39,0.39,0.39,7.84,0.39,0.45,0.39,3.71,19480.4910116666666666666666,1167.440170,808.955930,662.82,9311.6144,945.975390,5912.210440,909.880380,6743.781670
D,DISPATCH,PRICE,4,"2024/04/01 00:20:00",1,TAS1,20240331244,0,70.12,0,70.12,0,0,"2024/04/01 00:15:03",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,5.75156,5.75156,0,0.39,0.39,0,0.45,0.45,0,0,0,0,2.96,2.96,0,FIRM,70.12,0.39,0.39,0.39,5.75156,0.39,0.45,0,2.96,21734.7330350000000000000000,1405.877120,1669.324690,626.542480,12384.515420,1137.2901,5371.743240,142.013090,7292.302490
D,DISPATCH,PRICE,4,"2024/04/01 00:20:00",1,VIC1,20240331244,0,53.43705,0,53.43705,0,0,"2024/04/01 00:15:03",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,7.84,7.84,0,0.39,0.39,0,0.45,0.45,0,0.39,0.39,0,3.71,3.71,0,FIRM,53.43705,0.39,0.39,0.39,7.84,0.39,0.45,0.39,3.71,15245.4382283333333333333333,1167.440170,808.955930,662.82,9311.6144,945.975390,5912.210440,909.880380,6743.781670
D,DISPATCH,PRICE,4,"2024/04/01 00:25:00",1,NSW1,20240331245,0,56.9898,0,56.9898,0,0,"2024/04/01 00:20:03",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,7.73,7.73,0,0.05,0.05,0,0.38,0.38,0,0.01,0.01,0,1.2,1.2,0,FIRM,56.9898,0.39,0.39,0.38,7.73,0.05,0.38,0.01,1.2,21474.0548333333333333333333,1167.450170,808.965930,662.94,9318.3444,945.995390,5912.210440,909.880380,6743.481670
D,DISPATCH,PRICE,4,"2024/04/01 00:25:00",1,QLD1,20240331245,0,58.49123,0,58.49123,0,0,"2024/04/01 00:20:03",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,7.73,7.73,0,0.05,0.05,0,0.38,0.38,0,0.01,0.01,0,1.2,1.2,0,FIRM,58.49123,0.39,0.39,0.38,7.73,0.05,0.38,0.01,1.2,22610.5556549999999999999999,1194.550650,821.015930,667.01,9322.4144,954.675390,5912.210440,909.880380,6743.481670
D,DISPATCH,PRICE,4,"2024/04/01 00:25:00",1,SA1,20240331245,0,132.03,0,132.03,0,0,"2024/04/01 00:20:03",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,7.73,7.73,0,0.05,0.05,0,0.38,0.38,0,0.01,0.01,0,1.2,1.2,0,FIRM,132.03,0.39,0.39,0.38,7.73,0.05,0.38,0.01,1.2,19480.4910116666666666666666,1167.450170,808.965930,662.94,9318.3444,945.995390,5912.210440,909.880380,6743.481670
D,DISPATCH,PRICE,4,"2024/04/01 00:25:00",1,TAS1,20240331245,0,70.12,0,70.12,0,0,"2024/04/01 00:20:03",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,5.74156,5.74156,0,0.05,0.05,0,0.38,0.38,0,0,0,0,2.96,2.96,0,FIRM,70.12,0.39,0.39,0.38,5.74156,0.05,0.38,0,2.96,21734.7330350000000000000000,1405.887120,1669.334690,626.662480,12386.156980,1137.3101,5371.743240,142.003090,7260.886840
D,DISPATCH,PRICE,4,"2024/04/01 00:25:00",1,VIC1,20240331245,0,52.1445,0,52.1445,0,0,"2024/04/01 00:20:03",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,7.73,7.73,0,0.05,0.05,0,0.38,0.38,0,0.01,0.01,0,1.2,1.2,0,FIRM,52.1445,0.39,0.39,0.38,7.73,0.05,0.38,0.01,1.2,15245.4382283333333333333333,1167.450170,808.965930,662.94,9318.3444,945.995390,5912.210440,909.880380,6743.481670
D,DISPATCH,PRICE,4,"2024/04/01 00:30:00",1,NSW1,20240331246,0,47.57386,0,47.57386,0,0,"2024/04/01 00:25:02",0.48,0.48,0,0.39,0.39,0,0.39,0.39,0,7.73,7.73,0,0.05,0.05,0,0.39,0.39,0,0.01,0.01,0,1.12,1.12,0,FIRM,47.57386,0.48,0.39,0.39,7.73,0.05,0.39,0.01,1.12,21530.1554433333333333333333,1167.540170,808.975930,662.95,9324.5744,945.655390,5912.210440,909.510380,6743.481670
D,DISPATCH,PRICE,4,"2024/04/01 00:30:00",1,QLD1,20240331246,0,48.75,0,48.75,0,0,"2024/04/01 00:25:02",0.48,0.48,0,0.39,0.39,0,0.39,0.39,0,7.73,7.73,0,0.05,0.05,0,0.39,0.39,0,0.01,0.01,0,1.12,1.12,0,FIRM,48.75,0.48,0.39,0.39,7.73,0.05,0.39,0.01,1.12,22668.1320749999999999999999,1194.640650,821.025930,667.02,9328.6444,954.335390,5912.210440,909.510380,6743.481670
D,DISPATCH,PRICE,4,"2024/04/01 00:30:00",1,SA1,20240331246,0,500.5,0,500.5,0,0,"2024/04/01 00:25:02",0.48,0.48,0,0.39,0.39,0,0.39,0.39,0,7.73,7.73,0,0.05,0.05,0,0.39,0.39,0,0.01,0.01,0,1.12,1.12,0,FIRM,500.5,0.48,0.39,0.39,7.73,0.05,0.39,0.01,1.12,19658.4146583333333333333333,1167.540170,808.975930,662.95,9324.5744,945.655390,5912.210440,909.510380,6743.481670
D,DISPATCH,PRICE,4,"2024/04/01 00:30:00",1,TAS1,20240331246,0,70.12,0,70.12,0,0,"2024/04/01 00:25:02",0.48,0.48,0,0.39,0.39,0,0.39,0.39,0,5.77131,5.77131,0,0.05,0.05,0,0.39,0.39,0,0,0,0,2.96,2.96,0,FIRM,70.12,0.48,0.39,0.39,5.77131,0.05,0.39,0,2.96,21804.8530350000000000000000,1405.977120,1669.344690,626.672480,12387.828290,1136.9701,5371.743240,141.623090,7233.243370
D,DISPATCH,PRICE,4,"2024/04/01 00:30:00",1,VIC1,20240331246,0,43.19123,0,43.19123,0,0,"2024/04/01 00:25:02",0.48,0.48,0,0.39,0.39,0,0.39,0.39,0,7.73,7.73,0,0.05,0.05,0,0.39,0.39,0,0.01,0.01,0,1.12,1.12,0,FIRM,43.19123,0.48,0.39,0.39,7.73,0.05,0.39,0.01,1.12,15296.9443933333333333333333,1167.540170,808.975930,662.95,9324.5744,945.655390,5912.210440,909.510380,6743.481670
D,DISPATCH,PRICE,4,"2024/04/01 00:35:00",1,NSW1,20240331247,0,47.88845,0,47.88845,0,0,"2024/04/01 00:30:02",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,4.79,4.79,0,0.39,0.39,0,0.39,0.39,0,0.2,0.2,0,3.76,3.76,0,FIRM,47.88845,0.39,0.39,0.39,4.79,0.39,0.39,0.2,3.76,21530.1554433333333333333333,1167.540170,808.985930,663.04,9326.1144,945.655390,5912.150440,909.510380,6744.761670
D,DISPATCH,PRICE,4,"2024/04/01 00:35:00",1,QLD1,20240331247,0,48.75,0,48.75,0,0,"2024/04/01 00:30:02",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,4.79,4.79,0,0.39,0.39,0,0.39,0.39,0,0.2,0.2,0,3.76,3.76,0,FIRM,48.75,0.39,0.39,0.39,4.79,0.39,0.39,0.2,3.76,22668.1320749999999999999999,1194.640650,821.035930,667.11,9330.1844,954.335390,5912.150440,909.510380,6744.761670
D,DISPATCH,PRICE,4,"2024/04/01 00:35:00",1,SA1,20240331247,0,276.63,0,276.63,0,0,"2024/04/01 00:30:02",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,4.79,4.79,0,0.39,0.39,0,0.39,0.39,0,0.2,0.2,0,3.76,3.76,0,FIRM,276.63,0.39,0.39,0.39,4.79,0.39,0.39,0.2,3.76,19658.4146583333333333333333,1167.540170,808.985930,663.04,9326.1144,945.655390,5912.150440,909.510380,6744.761670
D,DISPATCH,PRICE,4,"2024/04/01 00:35:00",1,TAS1,20240331247,0,70.12,0,70.12,0,0,"2024/04/01 00:30:02",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,5.75156,5.75156,0,0.39,0.39,0,0.39,0.39,0,0,0,0,2.96,2.96,0,FIRM,70.12,0.39,0.39,0.39,5.75156,0.39,0.39,0,2.96,21804.8530350000000000000000,1405.977120,1669.354690,626.762480,12388.479850,1136.9701,5371.683240,141.423090,7208.570140
D,DISPATCH,PRICE,4,"2024/04/01 00:35:00",1,VIC1,20240331247,0,42.90203,0,42.90203,0,0,"2024/04/01 00:30:02",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,4.79,4.79,0,0.39,0.39,0,0.39,0.39,0,0.2,0.2,0,3.76,3.76,0,FIRM,42.90203,0.39,0.39,0.39,4.79,0.39,0.39,0.2,3.76,15296.9443933333333333333333,1167.540170,808.985930,663.04,9326.1144,945.655390,5912.150440,909.510380,6744.761670
D,DISPATCH,PRICE,4,"2024/04/01 00:40:00",1,NSW1,20240331248,0,56.99,0,56.99,0,0,"2024/04/01 00:35:03",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,2,2,0,0.39,0.39,0,0.39,0.39,0,0.2,0.2,0,1.2,1.2,0,FIRM,56.99,0.39,0.39,0.39,2,0.39,0.39,0.2,1.2,21530.1554433333333333333333,1167.540170,808.995930,663.05,9326.6144,945.655390,5912.150440,909.660380,6742.1443
D,DISPATCH,PRICE,4,"2024/04/01 00:40:00",1,QLD1,20240331248,0,58.03646,0,58.03646,0,0,"2024/04/01 00:35:03",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,2,2,0,0.39,0.39,0,0.39,0.39,0,0.2,0.2,0,1.2,1.2,0,FIRM,58.03646,0.39,0.39,0.39,2,0.39,0.39,0.2,1.2,22668.1320749999999999999999,1194.640650,821.045930,667.12,9330.6844,954.335390,5912.150440,909.660380,6742.1443
D,DISPATCH,PRICE,4,"2024/04/01 00:40:00",1,SA1,20240331248,0,137.79,0,137.79,0,0,"2024/04/01 00:35:03",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,2,2,0,0.39,0.39,0,0.39,0.39,0,0.2,0.2,0,1.2,1.2,0,FIRM,137.79,0.39,0.39,0.39,2,0.39,0.39,0.2,1.2,19658.4146583333333333333333,1167.540170,808.995930,663.05,9326.6144,945.655390,5912.150440,909.660380,6742.1443
D,DISPATCH,PRICE,4,"2024/04/01 00:40:00",1,TAS1,20240331248,0,70.12,0,70.12,0,0,"2024/04/01 00:35:03",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,5.75156,5.75156,0,0.39,0.39,0,0.39,0.39,0,0,0,0,2.96,2.96,0,FIRM,70.12,0.39,0.39,0.39,5.75156,0.39,0.39,0,2.96,21804.8530350000000000000000,1405.977120,1669.364690,626.772480,12389.131410,1136.9701,5371.683240,141.373090,7179.137530
D,DISPATCH,PRICE,4,"2024/04/01 00:40:00",1,VIC1,20240331248,0,51.44852,0,51.44852,0,0,"2024/04/01 00:35:03",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,2,2,0,0.39,0.39,0,0.39,0.39,0,0.2,0.2,0,1.2,1.2,0,FIRM,51.44852,0.39,0.39,0.39,2,0.39,0.39,0.2,1.2,15296.9443933333333333333333,1167.540170,808.995930,663.05,9326.6144,945.655390,5912.150440,909.660380,6742.1443
D,DISPATCH,PRICE,4,"2024/04/01 00:45:00",1,NSW1,20240331249,0,49.56005,0,49.56005,0,0,"2024/04/01 00:40:03",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,3.38,3.38,0,0.39,0.39,0,0.39,0.39,0,0.01,0.01,0,1.12,1.12,0,FIRM,49.56005,0.39,0.39,0.38,3.38,0.39,0.39,0.01,1.12,21530.1554433333333333333333,1167.540170,809.005930,663.13,9328.9944,945.655390,5912.090440,909.660380,6743.2543
D,DISPATCH,PRICE,4,"2024/04/01 00:45:00",1,QLD1,20240331249,0,49.77039,0,49.77039,0,0,"2024/04/01 00:40:03",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,3.38,3.38,0,0.39,0.39,0,0.39,0.39,0,0.01,0.01,0,1.12,1.12,0,FIRM,49.77039,0.39,0.39,0.38,3.38,0.39,0.39,0.01,1.12,22668.1320749999999999999999,1194.640650,821.055930,667.20,9333.0644,954.335390,5912.090440,909.660380,6743.2543
D,DISPATCH,PRICE,4,"2024/04/01 00:45:00",1,SA1,20240331249,0,220.7,0,220.7,0,0,"2024/04/01 00:40:03",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,3.38,3.38,0,0.39,0.39,0,0.39,0.39,0,0.01,0.01,0,1.12,1.12,0,FIRM,220.7,0.39,0.39,0.38,3.38,0.39,0.39,0.01,1.12,19658.4146583333333333333333,1167.540170,809.005930,663.13,9328.9944,945.655390,5912.090440,909.660380,6743.2543
D,DISPATCH,PRICE,4,"2024/04/01 00:45:00",1,TAS1,20240331249,0,70.12,0,70.12,0,0,"2024/04/01 00:40:03",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,5.74156,5.74156,0,0.39,0.39,0,0.39,0.39,0,0,0,0,2.96,2.96,0,FIRM,70.12,0.39,0.39,0.38,5.74156,0.39,0.39,0,2.96,21804.8530350000000000000000,1405.987120,1669.374690,626.852480,12389.772970,1136.9701,5371.623240,141.363090,7127.982010
D,DISPATCH,PRICE,4,"2024/04/01 00:45:00",1,VIC1,20240331249,0,44.47547,0,44.47547,0,0,"2024/04/01 00:40:03",0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,3.38,3.38,0,0.39,0.39,0,0.39,0.39,0,0.01,0.01,0,1.12,1.12,0,FIRM,44.47547,0.39,0.39,0.38,3.38,0.39,0.39,0.01,1.12,15296.9443933333333333333333,1167.540170,809.005930,663.13,9328.9944,945.655390,5912.090440,909.660380,6743.2543
D,DISPATCH,PRICE,4,"2024/04/01 00:50:00",1,NSW1,20240331250,0,49.56005,0,49.56005,0,0,"2024/04/01 00:45:03",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,1,1,0,0.39,0.39,0,0.39,0.39,0,0.01,0.01,0,1.5,1.5,0,FIRM,49.56005,0.39,0.39,0.39,1,0.39,0.39,0.01,1.5,21530.1554433333333333333333,1167.550170,809.015930,663.26,9325.9944,945.545390,5912.030440,909.280380,6744.3643
D,DISPATCH,PRICE,4,"2024/04/01 00:50:00",1,QLD1,20240331250,0,49.72992,0,49.72992,0,0,"2024/04/01 00:45:03",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,1,1,0,0.39,0.39,0,0.39,0.39,0,0.01,0.01,0,1.5,1.5,0,FIRM,49.72992,0.39,0.39,0.39,1,0.39,0.39,0.01,1.5,22668.1320749999999999999999,1194.650650,821.065930,667.33,9330.0644,954.225390,5912.030440,909.280380,6744.3643
D,DISPATCH,PRICE,4,"2024/04/01 00:50:00",1,SA1,20240331250,0,70.42,0,70.42,0,0,"2024/04/01 00:45:03",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,1,1,0,0.39,0.39,0,0.39,0.39,0,0.01,0.01,0,1.5,1.5,0,FIRM,70.42,0.39,0.39,0.39,1,0.39,0.39,0.01,1.5,19658.4146583333333333333333,1167.550170,809.015930,663.26,9325.9944,945.545390,5912.030440,909.280380,6744.3643
D,DISPATCH,PRICE,4,"2024/04/01 00:50:00",1,TAS1,20240331250,0,70.12,0,70.12,0,0,"2024/04/01 00:45:03",0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,5.75156,5.75156,0,0.39,0.39,0,0.39,0.39,0,0,0,0,2.96,2.96,0,FIRM,70.12,0.39,0.39,0.39,5.75156,0.39,0.39,0,2.96,21804.8530350000000000000000,1405.997120,1669.384690,626.982480,12390.424530,1136.8601,5371.563240,140.973090,7081.107510
